Compound,Compound name,Compound aliases,Chemical class,Core level,Binding energy (eV),Uncertainty (eV),Peak assignment,Reference,DOI,Calibration
LiNi1/3Mn1/3Co1/3O2,lithium nickel manganese cobalt oxide,NMC; NMC111; Li(Ni1/3Mn1/3Co1/3)O2,alkali; oxide,Li 1s,55.6,0.2,Li₂CO₃,32,10.1021/am5089764,C 1s (C-C/C-H) = 285.0 eV
LiNi1/3Mn1/3Co1/3O2,lithium nickel manganese cobalt oxide,NMC; NMC111; Li(Ni1/3Mn1/3Co1/3)O2,alkali; oxide,Ni 2p3/2,854.5,0.2,Ni²⁺,32,10.1021/am5089764,C 1s (C-C/C-H) = 285.0 eV
LiNi1/3Mn1/3Co1/3O2,lithium nickel manganese cobalt oxide,NMC; NMC111; Li(Ni1/3Mn1/3Co1/3)O2,alkali; oxide,Ni 3p,67.3,0.2,Ni²⁺,32,10.1021/am5089764,C 1s (C-C/C-H) = 285.0 eV
LiNi1/3Mn1/3Co1/3O2,lithium nickel manganese cobalt oxide,NMC; NMC111; Li(Ni1/3Mn1/3Co1/3)O2,alkali; oxide,Co 2p3/2,779.9,0.2,Co³⁺,32,10.1021/am5089764,C 1s (C-C/C-H) = 285.0 eV
LiNi1/3Mn1/3Co1/3O2,lithium nickel manganese cobalt oxide,NMC; NMC111; Li(Ni1/3Mn1/3Co1/3)O2,alkali; oxide,Mn 2p3/2,642.3,0.2,Mn⁴⁺,32,10.1021/am5089764,C 1s (C-C/C-H) = 285.0 eV
LiNi1/3Mn1/3Co1/3O2,lithium nickel manganese cobalt oxide,NMC; NMC111; Li(Ni1/3Mn1/3Co1/3)O2,alkali; oxide,Mn 3p,49.7,0.2,Mn⁴⁺,32,10.1021/am5089764,C 1s (C-C/C-H) = 285.0 eV
LiNi1/3Mn1/3Co1/3O2,lithium nickel manganese cobalt oxide,NMC; NMC111; Li(Ni1/3Mn1/3Co1/3)O2,alkali; oxide,O 1s,529.4,0.2,O²⁻,32,10.1021/am5089764,C 1s (C-C/C-H) = 285.0 eV
Li2O,lithium oxide,lithia,alkali; oxide,Li 1s,54.0,0.2,Li⁺,33,10.1021/cm0311269,C 1s (C-C/C-H) = 285.0 eV
Li2O,lithium oxide,lithia,alkali; oxide,O 1s,528.5,0.2,O²⁻,33,10.1021/cm0311269,C 1s (C-C/C-H) = 285.0 eV
Li3PO4,lithium phosphate,lithium orthophosphate,alkali; phosphate,P 2p3/2,134.5,0.2,PO₄³⁻,34,10.1016/j.tsf.2011.01.087,C 1s (C-C/C-H) = 284.6 eV
LiPON,lithium phosphorus oxynitride,lithium phosphorous oxynitride,alkali; phosphate; nitride,P 2p3/2,132.8,0.2,POₓNᵧ,34,10.1016/j.tsf.2011.01.087,C 1s (C-C/C-H) = 284.6 eV
LiPON,lithium phosphorus oxynitride,lithium phosphorous oxynitride,alkali; phosphate; nitride,N 1s,399.4,0.2,N doubly coordinated (Nd),34,10.1016/j.tsf.2011.01.087,C 1s (C-C/C-H) = 284.6 eV
LiPON,lithium phosphorus oxynitride,lithium phosphorous oxynitride,alkali; phosphate; nitride,N 1s,400.8,0.2,N triply coordinated (Nt),34,10.1016/j.tsf.2011.01.087,C 1s (C-C/C-H) = 284.6 eV
Na3PS4,sodium thiophosphate,NPS; sodium orthothiophosphate,alkali; sulfide; phosphate,S 2p3/2,161.0,0.2,P=S,35,10.1021/acsami.6b10119,C 1s (C-C/C-H) = 284.8 eV
Na3PS4,sodium thiophosphate,NPS; sodium orthothiophosphate,alkali; sulfide; phosphate,S 2p3/2,160.0,0.2,P-S-Na,35,10.1021/acsami.6b10119,C 1s (C-C/C-H) = 284.8 eV
Na3PS4,sodium thiophosphate,NPS; sodium orthothiophosphate,alkali; sulfide; phosphate,P 2p3/2,131.0,0.2,PS₄³⁻,35,10.1021/acsami.6b10119,C 1s (C-C/C-H) = 284.8 eV
Li3InCl6,lithium indium chloride,LIC; lithium indium hexachloride,alkali; chloride,In 3d5/2,446.2,0.2,In³⁺,36; 37,10.1016/j.matdes.2023.111690; 10.1002/anie.202015238,C 1s = 284.8 eV; C 1s (C-C/C-H) = 284.8 eV
Li3InCl6,lithium indium chloride,LIC; lithium indium hexachloride,alkali; chloride,Cl 2p3/2,199.4,0.2,Cl⁻,36; 37,10.1016/j.matdes.2023.111690; 10.1002/anie.202015238,C 1s = 284.8 eV; C 1s (C-C/C-H) = 284.8 eV
Li3InCl6,lithium indium chloride,LIC; lithium indium hexachloride,alkali; chloride,Li 1s,56.6,0.2,Li⁺,37,10.1002/anie.202015238,C 1s (C-C/C-H) = 284.8 eV
Li3YCl6,lithium yttrium chloride,LYC; lithium yttrium hexachloride,alkali; chloride; rare earth,Y 3d5/2,159.0,0.2,Y³⁺,37,10.1002/anie.202015238,C 1s (C-C/C-H) = 284.8 eV
Li3YCl6,lithium yttrium chloride,LYC; lithium yttrium hexachloride,alkali; chloride; rare earth,Cl 2p3/2,198.8,0.2,Cl⁻,37,10.1002/anie.202015238,C 1s (C-C/C-H) = 284.8 eV
Li3YCl6,lithium yttrium chloride,LYC; lithium yttrium hexachloride,alkali; chloride; rare earth,Li 1s,56.6,0.2,Li⁺,37,10.1002/anie.202015238,C 1s (C-C/C-H) = 284.8 eV
InCl3,indium(III) chloride,indium trichloride,chloride,In 3d5/2,446.3,0.2,In³⁺,37,10.1002/anie.202015238,C 1s (C-C/C-H) = 284.8 eV
InCl3,indium(III) chloride,indium trichloride,chloride,Cl 2p3/2,199.4,0.2,Cl⁻,37,10.1002/anie.202015238,C 1s (C-C/C-H) = 284.8 eV
YCl3,yttrium(III) chloride,yttrium trichloride,chloride; rare earth,Y 3d5/2,159.2,0.2,Y³⁺,37,10.1002/anie.202015238,C 1s (C-C/C-H) = 284.8 eV
YCl3,yttrium(III) chloride,yttrium trichloride,chloride; rare earth,Cl 2p3/2,199.1,0.2,Cl⁻,37,10.1002/anie.202015238,C 1s (C-C/C-H) = 284.8 eV
Li2ZrCl6,lithium zirconium chloride,LZC; lithium zirconium hexachloride,alkali; chloride,Zr 3d5/2,183.00,0.2,Zr⁴⁺,38,10.1021/acssuschemeng.3c06652,Not reported
Li7P3S11,lithium thiophosphate,LPS; 70Li2S-30P2S5,alkali; sulfide; phosphate,S 2p3/2,162.9,0.2,P-S-P,39; 40,10.1016/j.ssi.2015.11.034; 10.2109/jcersj2.16006,C 1s (C-C/C-H) = 284.8 eV; C 1s (C-C/C-H) = 284.7 eV
Li7P3S11,lithium thiophosphate,LPS; 70Li2S-30P2S5,alkali; sulfide; phosphate,S 2p3/2,162.1,0.2,P=S,39,10.1016/j.ssi.2015.11.034,C 1s (C-C/C-H) = 284.8 eV
Li7P3S11,lithium thiophosphate,LPS; 70Li2S-30P2S5,alkali; sulfide; phosphate,S 2p3/2,161.5,0.2,P-S-Li,39; 40,10.1016/j.ssi.2015.11.034; 10.2109/jcersj2.16006,C 1s (C-C/C-H) = 284.8 eV; C 1s (C-C/C-H) = 284.7 eV
Li7P3S11,lithium thiophosphate,LPS; 70Li2S-30P2S5,alkali; sulfide; phosphate,P 2p3/2,132.9,0.2,P₂S₇⁴⁻,39,10.1016/j.ssi.2015.11.034,C 1s (C-C/C-H) = 284.8 eV
Li7P3S11,lithium thiophosphate,LPS; 70Li2S-30P2S5,alkali; sulfide; phosphate,P 2p3/2,134.1,0.2,PS₄³⁻,39,10.1016/j.ssi.2015.11.034,C 1s (C-C/C-H) = 284.8 eV
P4S10,phosphorus pentasulfide,P2S5; tetraphosphorus decasulfide,sulfide,P 2p3/2,134.0,0.2,P-S,39,10.1016/j.ssi.2015.11.034,C 1s (C-C/C-H) = 284.8 eV
P4S10,phosphorus pentasulfide,P2S5; tetraphosphorus decasulfide,sulfide,S 2p3/2,164.9,0.2,P-S-P,39,10.1016/j.ssi.2015.11.034,C 1s (C-C/C-H) = 284.8 eV
P4S10,phosphorus pentasulfide,P2S5; tetraphosphorus decasulfide,sulfide,S 2p3/2,163.3,0.2,P=S,39,10.1016/j.ssi.2015.11.034,C 1s (C-C/C-H) = 284.8 eV
Li3PS4,lithium thiophosphate,LPS; 75Li2S-25P2S5,alkali; sulfide; phosphate,S 2p3/2,161.2,0.2,P-S-Li,40,10.2109/jcersj2.16006,C 1s (C-C/C-H) = 284.7 eV
LiPO2F2,lithium difluorophosphate,lithium difluorophosphate; LiPF2O2; LDFP,alkali; fluoride; phosphate,F 1s,685.5,0.2,PO₂F₂⁻,41,10.1039/C7RA03926C,C 1s (C-C/C-H) = 284.8 eV
LiPO2F2,lithium difluorophosphate,lithium difluorophosphate; LiPF2O2; LDFP,alkali; fluoride; phosphate,P 2p3/2,133.6,0.2,PO₂F₂⁻,41,10.1039/C7RA03926C,C 1s (C-C/C-H) = 284.8 eV
LiPO3,lithium metaphosphate,lithium phosphate,alkali; phosphate,Li 1s,55,0.1,Li⁺,42,10.1016/0167-2738(92)90308-C,C 1s (C-C/C-H) = 284.6 eV
LiPO3,lithium metaphosphate,lithium phosphate,alkali; phosphate,P 2p3/2,134.3,0.1,PO₃⁻,42,10.1016/0167-2738(92)90308-C,C 1s (C-C/C-H) = 284.6 eV
LiPO3,lithium metaphosphate,lithium phosphate,alkali; phosphate,O 1s,531.4,0.1,P–O⁻,42,10.1016/0167-2738(92)90308-C,C 1s (C-C/C-H) = 284.6 eV
LiPO3,lithium metaphosphate,lithium phosphate,alkali; phosphate,O 1s,533.2,0.1,P–O–P,42,10.1016/0167-2738(92)90308-C,C 1s (C-C/C-H) = 284.6 eV
Li4P2O7,lithium pyrophosphate,tetralithium diphosphate,alkali; phosphate,Li 1s,55.2,0.1,Li⁺,42,10.1016/0167-2738(92)90308-C,C 1s (C-C/C-H) = 284.6 eV
Li4P2O7,lithium pyrophosphate,tetralithium diphosphate,alkali; phosphate,P 2p3/2,133.7,0.1,P₂O₇⁴⁻,42,10.1016/0167-2738(92)90308-C,C 1s (C-C/C-H) = 284.6 eV
Li4P2O7,lithium pyrophosphate,tetralithium diphosphate,alkali; phosphate,O 1s,531.4,0.1,P–O⁻,42,10.1016/0167-2738(92)90308-C,C 1s (C-C/C-H) = 284.6 eV
Li4P2O7,lithium pyrophosphate,tetralithium diphosphate,alkali; phosphate,O 1s,533.1,0.1,P–O–P,42,10.1016/0167-2738(92)90308-C,C 1s (C-C/C-H) = 284.6 eV
Na3PO4,sodium phosphate,trisodium phosphate; sodium orthophosphate,alkali; phosphate,P 2p3/2,132.9,0.1,PO₄³⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Na3PO4,sodium phosphate,trisodium phosphate; sodium orthophosphate,alkali; phosphate,O 1s,531.2,0.1,PO₄³⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
K3PO4,potassium phosphate,tripotassium phosphate; potassium orthophosphate,alkali; phosphate,P 2p3/2,132.8,0.1,PO₄³⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
K3PO4,potassium phosphate,tripotassium phosphate; potassium orthophosphate,alkali; phosphate,O 1s,530.7,0.1,PO₄³⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Na2HPO4,disodium hydrogen phosphate,sodium hydrogen phosphate; disodium phosphate,alkali; phosphate,P 2p3/2,133,0.1,HPO₄²⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Na2HPO4,disodium hydrogen phosphate,sodium hydrogen phosphate; disodium phosphate,alkali; phosphate,O 1s,531.6,0.1,O⁻ in HPO₄²⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
K2HPO4,dipotassium hydrogen phosphate,potassium hydrogen phosphate; dipotassium phosphate,alkali; phosphate,P 2p3/2,133.1,0.1,HPO₄²⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
K2HPO4,dipotassium hydrogen phosphate,potassium hydrogen phosphate; dipotassium phosphate,alkali; phosphate,O 1s,530.8,0.1,O⁻ in HPO₄²⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
CaHPO4,calcium hydrogen phosphate,dicalcium phosphate,alkaline earth; phosphate,P 2p3/2,133.5,0.1,HPO₄²⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
CaHPO4,calcium hydrogen phosphate,dicalcium phosphate,alkaline earth; phosphate,O 1s,531.5,0.1,O⁻ in HPO₄²⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
NaH2PO4,sodium dihydrogen phosphate,monosodium phosphate,alkali; phosphate,P 2p3/2,134.7,0.1,H₂PO₄⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
NaH2PO4,sodium dihydrogen phosphate,monosodium phosphate,alkali; phosphate,O 1s,532.2,0.1,O⁻ in H₂PO₄⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
KH2PO4,potassium dihydrogen phosphate,monopotassium phosphate,alkali; phosphate,P 2p3/2,134.6,0.1,H₂PO₄⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
KH2PO4,potassium dihydrogen phosphate,monopotassium phosphate,alkali; phosphate,O 1s,531.4,0.1,O⁻ in H₂PO₄⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Na4P2O7,sodium pyrophosphate,tetrasodium diphosphate,alkali; phosphate,P 2p3/2,133.6,0.1,P₂O₇⁴⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Na4P2O7,sodium pyrophosphate,tetrasodium diphosphate,alkali; phosphate,O 1s,531.4,0.1,P₂O₇⁴⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Mg2P2O7,magnesium pyrophosphate,dimagnesium diphosphate,alkaline earth; phosphate,P 2p3/2,134.4,0.1,P₂O₇⁴⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Mg2P2O7,magnesium pyrophosphate,dimagnesium diphosphate,alkaline earth; phosphate,O 1s,532.3,0.1,P₂O₇⁴⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Ca2P2O7,calcium pyrophosphate,dicalcium diphosphate,alkaline earth; phosphate,P 2p3/2,134.1,0.1,P₂O₇⁴⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Ca2P2O7,calcium pyrophosphate,dicalcium diphosphate,alkaline earth; phosphate,O 1s,531.8,0.1,P₂O₇⁴⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Na5P3O10·6H2O,sodium triphosphate hexahydrate,sodium tripolyphosphate hexahydrate,alkali; phosphate; hydrate,P 2p3/2,133.7,0.1,P₃O₁₀⁵⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Na5P3O10·6H2O,sodium triphosphate hexahydrate,sodium tripolyphosphate hexahydrate,alkali; phosphate; hydrate,O 1s,531.9,0.1,P₃O₁₀⁵⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Ca5(P3O10)2,calcium triphosphate,calcium tripolyphosphate,alkaline earth; phosphate,P 2p3/2,134.4,0.1,P₃O₁₀⁵⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
Ca5(P3O10)2,calcium triphosphate,calcium tripolyphosphate,alkaline earth; phosphate,O 1s,531.9,0.1,P₃O₁₀⁵⁻,43,10.1016/S0020-1693(00)91150-2,Au 4f7/2 = 84.0 eV
BeF2,beryllium fluoride,beryllium difluoride,alkaline earth; fluoride,F 1s,687.3,0.2,F⁻,44,10.1039/FT9908600247,C 1s (C-C/C-H) = 285.0 eV
MgF2,magnesium fluoride,magnesium difluoride,alkaline earth; fluoride,F 1s,686.2,0.4,F⁻,44; 47,10.1039/FT9908600247; 10.1002/sia.70003,C 1s (C-C/C-H) = 285.0 eV; C 1s (C-C/C-H) = 284.8 eV
MgF2,magnesium fluoride,magnesium difluoride,alkaline earth; fluoride,Mg 2p,51.5,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgF2,magnesium fluoride,magnesium difluoride,alkaline earth; fluoride,Mg 2p,51.8,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgF2,magnesium fluoride,magnesium difluoride,alkaline earth; fluoride,F 2s,30.9,0.1,F⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgF2,magnesium fluoride,magnesium difluoride,alkaline earth; fluoride,F 2s,31.2,0.1,F⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
CaF2,calcium fluoride,fluorite,alkaline earth; fluoride,F 1s,684.6,0.2,F⁻,44,10.1039/FT9908600247,C 1s (C-C/C-H) = 285.0 eV
SrF2,strontium fluoride,strontium difluoride,alkaline earth; fluoride,F 1s,684.6,0.2,F⁻,44,10.1039/FT9908600247,C 1s (C-C/C-H) = 285.0 eV
BaF2,barium fluoride,barium difluoride,alkaline earth; fluoride,F 1s,684.2,0.2,F⁻,44,10.1039/FT9908600247,C 1s (C-C/C-H) = 285.0 eV
AlF3,aluminium fluoride,alpha-AlF3; aluminium trifluoride,fluoride,Al 2p,76.6,0.1,Al³⁺,45,10.1039/B821484K,C 1s (C-C/C-H) = 284.8 eV
AlF3,aluminium fluoride,alpha-AlF3; aluminium trifluoride,fluoride,F 1s,686.7,0.1,F⁻,45,10.1039/B821484K,C 1s (C-C/C-H) = 284.8 eV
Al(PO3)3,aluminium metaphosphate,cubic aluminium metaphosphate,phosphate,Al 2p,75.1,0.2,Al³⁺,46,10.1039/C9RA08738A,C 1s (C-C/C-H) = 284.7 eV
Al(PO3)3,aluminium metaphosphate,cubic aluminium metaphosphate,phosphate,P 2p3/2,134.6,0.2,PO₃⁻,46,10.1039/C9RA08738A,C 1s (C-C/C-H) = 284.7 eV
Al(PO3)3,aluminium metaphosphate,cubic aluminium metaphosphate,phosphate,O 1s,532.1,0.2,P–O–Al,46,10.1039/C9RA08738A,C 1s (C-C/C-H) = 284.7 eV
Al(PO3)3,aluminium metaphosphate,cubic aluminium metaphosphate,phosphate,O 1s,533.8,0.2,P–O–P,46,10.1039/C9RA08738A,C 1s (C-C/C-H) = 284.7 eV
Mg,magnesium,magnesium metal,alkaline earth; element,Mg 2p,49.7,0.05,Mg⁰,47,10.1002/sia.70003,Not reported
MgCl2,magnesium chloride,magnesium dichloride,alkaline earth; chloride,Mg 2p,51.6,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgCl2,magnesium chloride,magnesium dichloride,alkaline earth; chloride,Cl 2s,270.4,0.3,Cl⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgCl2,magnesium chloride,magnesium dichloride,alkaline earth; chloride,Cl 2p3/2,199.3,0.1,Cl⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgBr2,magnesium bromide,magnesium dibromide,alkaline earth; bromide,Mg 2p,51.5,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgBr2,magnesium bromide,magnesium dibromide,alkaline earth; bromide,Br 3d5/2,69.1,0.1,Br⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgO,magnesium oxide,magnesia,alkaline earth; oxide,Mg 2p,49.4,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgO,magnesium oxide,magnesia,alkaline earth; oxide,O 1s,529.7,0.1,O²⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgO,magnesium oxide,magnesia,alkaline earth; oxide,O 1s,531.8,0.1,O²⁻ (defect),47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
Mg(OH)2,magnesium hydroxide,,alkaline earth; hydroxide,Mg 2p,49.8,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
Mg(OH)2,magnesium hydroxide,,alkaline earth; hydroxide,O 1s,531.4,0.1,OH⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgCO3,magnesium carbonate,magnesite,alkaline earth; carbonate,Mg 2p,50.6,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgCO3,magnesium carbonate,magnesite,alkaline earth; carbonate,O 1s,532.2,0.2,CO₃²⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgCO3,magnesium carbonate,magnesite,alkaline earth; carbonate,C 1s,290.2,0.1,CO₃²⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
Mg(CH3COO)2,magnesium acetate,MgAc2; magnesium ethanoate,alkaline earth; acetate,Mg 2p,50.9,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
Mg(CH3COO)2,magnesium acetate,MgAc2; magnesium ethanoate,alkaline earth; acetate,O 1s,532.4,0.1,CO₂⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
Mg(CH3COO)2,magnesium acetate,MgAc2; magnesium ethanoate,alkaline earth; acetate,C 1s,289.4,0.1,CO₂⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgS2O3,magnesium thiosulfate,,alkaline earth; sulfide; sulfate,Mg 2p,50.9,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgS2O3,magnesium thiosulfate,,alkaline earth; sulfide; sulfate,S 2p3/2,163.5,0.1,S*–SO₃²⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgS2O3,magnesium thiosulfate,,alkaline earth; sulfide; sulfate,S 2p3/2,167.3,0.1,S–S*O₃²⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgSO4,magnesium sulfate,,alkaline earth; sulfate,Mg 2p,51.0,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgSO4,magnesium sulfate,,alkaline earth; sulfate,O 1s,532.1,0.1,SO₄²⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
MgSO4,magnesium sulfate,,alkaline earth; sulfate,S 2p3/2,169.2,0.1,SO₄²⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
Mg(NO3)2,magnesium nitrate,,alkaline earth; nitrate,Mg 2p,51.5,0.1,Mg²⁺,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
Mg(NO3)2,magnesium nitrate,,alkaline earth; nitrate,N 1s,407.9,0.1,NO₃⁻,47,10.1002/sia.70003,C 1s (C-C/C-H) = 284.8 eV
LiBO2,lithium metaborate,lithium borate,alkali; borate,Li 1s,55.2,0.2,Li⁺,48,10.1016/0169-4332(94)90290-9,Au 4f7/2 = 84.0 eV
LiBO2,lithium metaborate,lithium borate,alkali; borate,B 1s,191.8,0.2,BO₂⁻,48,10.1016/0169-4332(94)90290-9,Au 4f7/2 = 84.0 eV
LiBO2,lithium metaborate,lithium borate,alkali; borate,O 1s,531.1,0.2,BO₂⁻,48,10.1016/0169-4332(94)90290-9,Au 4f7/2 = 84.0 eV
C3H7Na2O6P·xH2O,glycerol 2-phosphate disodium salt hydrate,disodium glycerol phosphate hydrate,alkali; alcohol; phosphate; hydrate,P 2p3/2,133.3,0.2,PO₄,49,10.17576/jsm-2018-4708-33,C 1s (C-C/C-H) = 285.0 eV
C9H21O3P,triisopropyl phosphite,tris(propan-2-yl) phosphite; TIP,ester; phosphite,P 2p3/2,132.9,0.2,PO₃,49,10.17576/jsm-2018-4708-33,C 1s (C-C/C-H) = 285.0 eV
Na5P3O10,sodium tripolyphosphate,sodium triphosphate,alkali; phosphate,P 2p3/2,133.5,0.2,P₃O₁₀⁵⁻,49,10.17576/jsm-2018-4708-33,C 1s (C-C/C-H) = 285.0 eV
Na6P6O18,sodium hexametaphosphate,sodium polymetaphosphate; (NaPO3)6,alkali; phosphate,P 2p3/2,134.0,0.2,PO₃⁻,49,10.17576/jsm-2018-4708-33,C 1s (C-C/C-H) = 285.0 eV
B,boron,amorphous boron,element,B 1s,187.5,0.2,B⁰,50,10.1007/s10947-006-0133-y,C 1s (C-C/C-H) = 285.0 eV
h-BN,hexagonal boron nitride,boron nitride; hBN,nitride,B 1s,190.5,0.2,B-N,50,10.1007/s10947-006-0133-y,C 1s (C-C/C-H) = 285.0 eV
h-BN,hexagonal boron nitride,boron nitride; hBN,nitride,N 1s,398.0,0.2,B-N,50,10.1007/s10947-006-0133-y,C 1s (C-C/C-H) = 285.0 eV
B4C,boron carbide,tetraboron carbide,carbide,B 1s,186.7,0.2,B-C,50,10.1007/s10947-006-0133-y,C 1s (C-C/C-H) = 285.0 eV
B2O3,boron oxide,diboron trioxide; boric anhydride,oxide,B 1s,193.3,0.2,B³⁺,50,10.1007/s10947-006-0133-y,C 1s (C-C/C-H) = 285.0 eV
H3BO3,boric acid,orthoboric acid; boracic acid,borate,B 1s,193.5,0.2,B-O,50,10.1007/s10947-006-0133-y,C 1s (C-C/C-H) = 285.0 eV
H3BO3,boric acid,orthoboric acid; boracic acid,borate,O 1s,532.3,0.2,B-OH,50,10.1007/s10947-006-0133-y,C 1s (C-C/C-H) = 285.0 eV
NaBH4,sodium borohydride,sodium tetrahydroborate,alkali; hydride,B 1s,187.4,0.2,BH₄⁻,50,10.1007/s10947-006-0133-y,C 1s (C-C/C-H) = 285.0 eV
NaBH4,sodium borohydride,sodium tetrahydroborate,alkali; hydride,Na 1s,1071.9,0.2,Na⁺,50,10.1007/s10947-006-0133-y,C 1s (C-C/C-H) = 285.0 eV
KBH4,potassium borohydride,potassium tetrahydroborate,alkali; hydride,B 1s,187.4,0.1,BH₄⁻,51,10.1007/s10812-009-9116-z,C 1s (C-C/C-H) = 284.8 eV
KBH4,potassium borohydride,potassium tetrahydroborate,alkali; hydride,K 2p3/2,293.1,0.1,K⁺,51,10.1007/s10812-009-9116-z,C 1s (C-C/C-H) = 284.8 eV
NaBPh4,sodium tetraphenylborate,sodium tetraphenylboron,alkali; borate,B 1s,187.7,0.1,BPh₄⁻,51,10.1007/s10812-009-9116-z,C 1s (C-C/C-H) = 284.8 eV
NaBPh4,sodium tetraphenylborate,sodium tetraphenylboron,alkali; borate,C 1s,284.5,0.1,C-C/C-H,51,10.1007/s10812-009-9116-z,C 1s (C-C/C-H) = 284.8 eV
NaBPh4,sodium tetraphenylborate,sodium tetraphenylboron,alkali; borate,Na 1s,1072.5,0.1,Na⁺,51,10.1007/s10812-009-9116-z,C 1s (C-C/C-H) = 284.8 eV
LEMC,Lithium ethylene monocarbonate,HOCH2CH2OCO2Li,alkali; carbonate,Li 1s,55.4,0.2,Li⁺,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
LEMC,Lithium ethylene monocarbonate,HOCH2CH2OCO2Li,alkali; carbonate,C 1s,286.4,0.2,CO,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
LEMC,Lithium ethylene monocarbonate,HOCH2CH2OCO2Li,alkali; carbonate,C 1s,290.0,0.2,CO₃,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
LEMC,Lithium ethylene monocarbonate,HOCH2CH2OCO2Li,alkali; carbonate,O 1s,531.7,0.2,CO₃,52,10.1038/s41557-019-0304-z,C 1s (C-C/C-H) = 284.8 eV
